speaker_id,n_seg,hours,n_words,n_chars,wer_A,cer_A,wer_B,cer_B,gain_abs,gain_rel
30677,4,0.17799444444444443,1251,6915,0.15027977617905675,0.05986984815618221,0.0759392486011191,0.03890093998553868,0.07434052757793765,0.4946808510638298
30678,105,3.3550861111111114,22605,119660,0.2577748285777483,0.12497075045963564,0.1236894492368945,0.07072538860103626,0.1340853793408538,0.520164750300326
30679,38,1.6168083333333334,11292,61045,0.1573680481756996,0.0776476369891064,0.07483173928444917,0.04267343762797936,0.08253630889125044,0.5244794597636466
30680,90,3.0139666666666667,21579,115169,0.13369479586635155,0.062152141635335896,0.06886324667500811,0.037527459646258976,0.06483154919134344,0.48492201039861355
30681,106,4.047677777777778,28114,148851,0.17236963790282422,0.10138998058461146,0.09995020274596286,0.06685880511383867,0.07241943515686136,0.42014032191498146
30682,251,9.438541666666667,56184,296609,0.1910508329773601,0.09103567322636873,0.08999003274953724,0.048211618662953586,0.10106080022782288,0.5289733556921931
30685,55,3.3739277777777787,20838,112400,0.16105192436894136,0.08148576512455516,0.08302140320568192,0.05101423487544484,0.07803052116325944,0.4845053635280096
30686,120,5.060375,34281,182858,0.1360812111665354,0.06733093438624506,0.06957206615909688,0.04139824344573385,0.06650914500743853,0.4887459807073955
30687,15,0.4989305555555556,3429,17923,0.1510644502770487,0.07744239245661999,0.06707494896471275,0.033643921218546,0.08398950131233596,0.555984555984556
30688,35,1.0527888888888888,7676,41535,0.1576341844710787,0.0749006861682918,0.07204273058884836,0.042012760322619476,0.08559145388223033,0.5429752066115703
30689,22,0.893338888888889,5498,30584,0.1122226264096035,0.04610253727439184,0.05729356129501637,0.02828276222861627,0.054929065114587124,0.48946515397082657
30690,36,1.8741333333333334,12765,68386,0.15346650998824912,0.06600766238703829,0.07113200156678418,0.03695200772087854,0.08233450842146495,0.5364982133741705
30691,64,2.832444444444444,19058,101380,0.24656312309791165,0.17623791674886566,0.06569419666281877,0.0368415861116591,0.1808689264350929,0.7335603319855288
30692,61,2.882288888888889,16246,88521,0.15056013788009356,0.06756588832028558,0.06389265049858427,0.036127020706950896,0.0866674873815093,0.5756336876533116
30693,182,4.72741388888889,28020,151815,0.2409707351891506,0.12497447551295986,0.09953604568165596,0.06368277179461845,0.14143468950749466,0.5869372037914693
30694,141,5.502583333333332,31264,172103,0.16408648925281474,0.07876678500665299,0.07922850562947799,0.045159003619925274,0.08485798362333676,0.5171539961013646
30695,230,8.936869444444444,66121,340552,0.22005111840413788,0.11914773661584721,0.11426021989988053,0.06956353214780708,0.10579089850425735,0.4807560137457045
30696,30,0.8786111111111111,6751,35994,0.16145756184268997,0.08418069678279713,0.09524514886683454,0.06403845085291993,0.06621241297585544,0.4100917431192661
