speaker_id,n_seg,sessions,hours,n_words,n_chars,wer_A,cer_A,wer_B,cer_B,gain_abs,gain_rel,wer_A_lo,wer_A_hi,wer_B_lo,wer_B_hi,gain_abs_lo,gain_abs_hi,reliable,S_share_A,D_share_A,I_share_A,S_share_B,D_share_B,I_share_B,runaway_A,runaway_B,first_date,last_date,speaker_name,gender,origin,nationality,religion,orientation,age_mean,wpm_median,hours_corpus,label
23642,24,6,0.0928983,474,2499,0.681435,0.502601,0.339662,0.352941,0.341772,0.501548,0.5648,0.852083,0.268779,0.437381,0.274131,0.439077,True,0.653251,0.0681115,0.278638,0.596273,0.0559006,0.347826,0,0,2018-11-15,2018-12-18,טלב אבו עראר,Male,Israel,Bedouin,Muslim,Unrecorded,51.5682,92.2258,0.0928983,mk
23651,252,121,0.948046,6805,35693,0.240118,0.204438,0.15709,0.17771,0.0830272,0.345777,0.217487,0.263008,0.138947,0.176494,0.0668609,0.0987206,True,0.671971,0.166463,0.161567,0.626754,0.172123,0.201123,0,0,2018-11-07,2021-03-02,תמר זנדברג,Female,Israel,Jewish,Jewish,Secular,43.8744,125.588,10.4537,mk
23652,289,20,0.928313,4930,25130,0.441176,0.361441,0.24645,0.282332,0.194726,0.441379,0.411924,0.476079,0.220712,0.273197,0.174517,0.220615,True,0.622069,0.185287,0.192644,0.512757,0.216461,0.270782,1,3,2018-11-05,2021-05-19,עיסאווי פריג',Male,Israel,Arab,Muslim,Unrecorded,55.0348,101.124,0.928313,mk
23653,248,103,0.937947,6946,35249,0.224878,0.216063,0.159228,0.192573,0.0656493,0.291933,0.205978,0.245518,0.1424,0.177977,0.0531022,0.0787062,True,0.647887,0.190781,0.161332,0.604882,0.149186,0.245931,1,1,2018-11-05,2022-08-15,מיכל רוזין,Female,Israel,Jewish,Jewish,Secular,51.8354,132.659,6.49587,mk
23673,38,7,0.124347,811,4128,0.307028,0.288275,0.183724,0.247335,0.123305,0.401606,0.262494,0.355723,0.146035,0.224549,0.0823662,0.16747,True,0.626506,0.204819,0.168675,0.624161,0.161074,0.214765,0,0,2018-11-20,2021-06-02,עמר בר-לב,Male,Israel,Jewish,Jewish,Secular,67.9746,117.4,2.10802,mk
28513,258,37,0.945791,7029,35839,0.26163,0.210246,0.156921,0.170513,0.104709,0.400218,0.244493,0.279638,0.142601,0.173334,0.0912751,0.118669,True,0.718325,0.162588,0.119086,0.640979,0.150499,0.208522,1,1,2018-11-05,2022-07-04,יואב בן צור,Male,Israel,Jewish,Jewish,Haredi,62.7604,131.681,1.39066,mk
30055,274,107,0.941446,8148,41494,0.330265,0.280137,0.205572,0.230732,0.124693,0.377555,0.305682,0.35583,0.185576,0.227272,0.108498,0.141069,True,0.664065,0.173541,0.162393,0.592836,0.172537,0.234627,1,1,2018-11-05,2023-01-10,בצלאל סמוטריץ',Male,Israel,Jewish,Jewish,Religious,41.0198,154.661,10.1939,mk
30057,278,110,0.928958,7263,36510,0.300289,0.29444,0.20212,0.258778,0.0981688,0.326914,0.276571,0.325441,0.181907,0.222461,0.0826328,0.113918,True,0.610271,0.239798,0.149931,0.53406,0.20436,0.26158,1,2,2018-11-05,2022-12-26,יואב קיש,Male,Israel,Jewish,Jewish,Secular,51.1855,140.147,13.5022,mk
30058,248,102,0.934583,6836,35048,0.315974,0.268004,0.199093,0.230284,0.116881,0.369907,0.289135,0.346213,0.176289,0.225875,0.0971769,0.138332,True,0.624074,0.226852,0.149074,0.481264,0.216752,0.301984,2,4,2018-11-05,2022-02-21,מכלוף מיקי זוהר,Male,Israel,Jewish,Jewish,Secular,39.7062,132.194,7.35722,mk
30059,270,19,0.863991,5940,30366,0.353367,0.302378,0.239394,0.270961,0.113973,0.322535,0.327568,0.384175,0.215345,0.26512,0.0964075,0.13352,True,0.656503,0.19819,0.145307,0.530942,0.18706,0.281997,1,2,2018-11-12,2018-12-25,ענת ברקו,Female,Israel,Jewish,Jewish,Secular,58.8872,122.628,0.863991,mk
30061,144,11,0.605018,4172,21010,0.280201,0.253213,0.187919,0.22851,0.0922819,0.329341,0.249942,0.314214,0.160024,0.2194,0.0719049,0.114077,True,0.664671,0.189906,0.145423,0.585459,0.174745,0.239796,2,3,2018-11-06,2020-01-28,רויטל סויד,Female,Israel,Jewish,Jewish,Secular,51.4673,120,0.605018,mk
30063,241,48,0.973725,7046,36058,0.319188,0.25972,0.194578,0.218149,0.12461,0.390396,0.297645,0.341742,0.176681,0.21342,0.10706,0.142229,True,0.676745,0.15518,0.168075,0.54267,0.155361,0.301969,0,2,2018-11-05,2019-03-25,איתן ברושי,Male,Israel,Jewish,Jewish,Secular,69.3983,129.63,2.20708,mk
30064,32,2,0.154418,1205,6376,0.557676,0.355709,0.248133,0.186481,0.309544,0.55506,0.492812,0.628758,0.216617,0.287296,0.256026,0.366829,True,0.739583,0.1875,0.0729167,0.638796,0.117057,0.244147,0,0,2018-11-20,2018-12-04,קסניה סבטלובה,Female,FSU,Jewish,Jewish,Unrecorded,41.3403,131.422,0.154418,mk
30065,292,31,0.936475,7454,38405,0.339147,0.341153,0.229139,0.301836,0.110008,0.324367,0.313674,0.366343,0.208594,0.253778,0.0912128,0.128473,True,0.631725,0.216377,0.151899,0.579625,0.194379,0.225995,1,2,2018-11-05,2019-04-16,איילת נחמיאס ורבין,Female,Israel,Jewish,Jewish,Secular,48.589,145.813,2.18565,mk
30066,214,133,0.963326,6020,31259,0.281229,0.198887,0.151329,0.151636,0.1299,0.461902,0.256918,0.306417,0.132415,0.171277,0.110295,0.148288,True,0.696397,0.142942,0.160662,0.577387,0.219539,0.203074,3,2,2018-12-18,2026-01-28,איימן עודה,Male,Israel,Arab,Muslim,Sunni,48.6827,104.415,7.36519,mk
30067,202,202,0.957959,5217,27326,0.221008,0.172437,0.141844,0.141733,0.0791643,0.358196,0.199842,0.242967,0.123969,0.16041,0.0648158,0.0945533,True,0.686036,0.168257,0.145707,0.632432,0.191892,0.175676,2,1,2018-11-06,2022-06-29,עאידה תומא סלימאן,Female,Israel,Arab,Christian,Unrecorded,57.8156,92.5861,67.4575,mk
30068,213,22,0.67065,4639,23352,0.395344,0.347422,0.271826,0.294621,0.123518,0.312432,0.369436,0.424842,0.247091,0.300994,0.102858,0.143853,True,0.691385,0.144493,0.164122,0.639175,0.143537,0.217288,0,0,2018-11-05,2019-01-01,עבד אל חכים חאג' יחיא,Male,Israel,Arab,Muslim,Unrecorded,53.8289,122.654,0.67065,mk
30069,207,92,0.955326,5640,30029,0.307447,0.239768,0.18156,0.195378,0.125887,0.409458,0.280174,0.34094,0.154406,0.217437,0.108409,0.144368,True,0.668397,0.170704,0.1609,0.561523,0.226562,0.211914,3,3,2018-11-13,2020-12-23,יוסף ג'בארין,Male,Israel,Arab,Muslim,Unrecorded,48.5019,101.053,18.0847,mk
30070,233,233,0.935028,5434,27835,0.345418,0.295024,0.21163,0.253314,0.133787,0.38732,0.320568,0.373762,0.189356,0.235762,0.115577,0.151214,True,0.692062,0.132658,0.17528,0.595652,0.176522,0.227826,0,0,2019-05-28,2021-07-06,אוסאמה סעדי,Male,Israel,Arab,Muslim,Unrecorded,58.3007,102.167,26.4933,former_mk
30074,108,10,0.461175,2945,14797,0.334805,0.34115,0.210526,0.296479,0.124278,0.371197,0.304569,0.368609,0.186368,0.235173,0.10177,0.150205,True,0.651116,0.146045,0.20284,0.548387,0.162903,0.28871,1,2,2018-11-18,2018-12-31,חיים ילין,Male,Americas,Jewish,Jewish,Secular,60.9897,112.671,0.573425,mk
30077,126,3,0.734425,4455,23078,0.225365,0.211327,0.140067,0.176445,0.0852974,0.378486,0.206126,0.24789,0.123632,0.158617,0.0717121,0.0982763,True,0.693227,0.116534,0.190239,0.634615,0.133013,0.232372,2,2,2018-12-12,2020-08-12,יואב גלנט,Male,Israel,Jewish,Jewish,Secular,61.7438,105.277,0.734425,mk
30078,294,15,0.915514,5248,26291,0.462652,0.363546,0.254573,0.271652,0.208079,0.449753,0.436467,0.491548,0.233546,0.276485,0.187463,0.22874,True,0.656919,0.158979,0.184102,0.542665,0.136228,0.321108,2,2,2018-11-26,2019-01-01,אלי אלאלוף,Male,MENA,Jewish,Jewish,Unrecorded,73.8565,99.8836,1.60482,mk
30080,277,13,0.953584,6798,34570,0.234775,0.266734,0.155193,0.244808,0.0795822,0.338972,0.217397,0.253668,0.140937,0.171145,0.0651048,0.0951556,True,0.652256,0.130952,0.216792,0.575355,0.122275,0.30237,2,2,2018-11-05,2018-12-25,רחל עזריה,Female,Israel,Jewish,Jewish,Religious,47.0553,125.445,1.15465,mk
30081,268,95,0.952384,6718,34357,0.294135,0.255785,0.17788,0.203976,0.116255,0.395243,0.268919,0.321492,0.162472,0.194008,0.0991577,0.137613,True,0.651822,0.219636,0.128543,0.635146,0.201674,0.16318,1,1,2018-11-21,2021-02-08,טלי פלוסקוב,Female,FSU,Jewish,Jewish,Secular,58.0026,123.543,9.78245,mk
30082,223,130,0.951715,7071,36635,0.224579,0.202675,0.130109,0.154634,0.0944704,0.420655,0.19792,0.254947,0.114812,0.146143,0.073472,0.121011,True,0.584383,0.301008,0.11461,0.570652,0.192391,0.236957,0,1,2018-11-13,2024-07-02,יפעת שאשא ביטון,Female,Israel,Jewish,Jewish,Unrecorded,47.6368,125.749,23.2447,mk
30083,206,18,0.982667,6964,36537,0.225158,0.184033,0.138139,0.154446,0.087019,0.38648,0.203594,0.249167,0.122316,0.153602,0.0720081,0.102872,True,0.685587,0.180485,0.133929,0.64553,0.16632,0.18815,2,1,2018-11-27,2023-02-08,אלי כהן,Male,Israel,Jewish,Jewish,Unrecorded,49.6656,121.997,1.72891,mk
30084,343,27,0.927718,7831,39642,0.366237,0.363831,0.27455,0.338126,0.0916869,0.250349,0.334488,0.398568,0.242481,0.306803,0.0778164,0.106462,True,0.654812,0.203626,0.141562,0.602326,0.191163,0.206512,1,1,2018-11-06,2019-01-09,רועי פולקמן,Male,Israel,Jewish,Jewish,Unrecorded,44.3084,148.562,1.90652,mk
30094,69,5,0.182285,1231,6168,0.270512,0.227464,0.16247,0.182717,0.108042,0.399399,0.236747,0.314695,0.131154,0.199329,0.0795529,0.142087,True,0.573574,0.282282,0.144144,0.55,0.325,0.125,0,0,2018-11-12,2019-03-25,נאוה בוקר,Female,Israel,Jewish,Jewish,Unrecorded,48.0276,128.571,0.182285,mk
30095,187,16,0.823846,3495,18350,0.744206,0.527411,0.357368,0.294659,0.386838,0.5198,0.700335,0.791358,0.322056,0.395692,0.349779,0.424264,True,0.684737,0.199154,0.116109,0.509207,0.145717,0.345076,0,1,2018-11-05,2018-12-31,אברהם נגוסה,Male,Ethiopia,Jewish,Jewish,Religious,61.0886,74.6269,4.74429,mk
30096,220,13,0.698843,4899,24222,0.236171,0.240897,0.169218,0.221988,0.0669524,0.283492,0.21642,0.258318,0.150859,0.189559,0.0524564,0.0834353,True,0.593777,0.219533,0.18669,0.552473,0.200241,0.247286,0,3,2018-11-06,2018-12-26,נורית קורן,Female,Israel,Jewish,Jewish,Secular,58.7427,127.414,0.698843,mk
30098,90,4,0.253537,2184,10717,0.361722,0.308575,0.2413,0.257441,0.120421,0.332911,0.333907,0.394572,0.213659,0.272913,0.0982451,0.143912,True,0.672152,0.181013,0.146835,0.645161,0.151803,0.203036,0,1,2018-11-12,2019-03-25,אורן אסף חזן,Male,Israel,Jewish,Jewish,Secular,38.5069,156.226,0.436256,mk
30099,129,12,0.604315,3925,19800,0.210701,0.222172,0.141146,0.194192,0.0695541,0.330109,0.186025,0.238391,0.121214,0.164185,0.0550075,0.0857712,True,0.673519,0.186215,0.140266,0.617329,0.17148,0.211191,0,0,2018-11-05,2019-01-01,איל בן ראובן,Male,Israel,Jewish,Jewish,Secular,65.9256,109.87,1.61256,mk
30102,283,283,0.940047,6902,34059,0.313822,0.289821,0.20284,0.252356,0.110982,0.353647,0.289845,0.338609,0.182204,0.222972,0.0951422,0.12791,True,0.619575,0.211911,0.168513,0.525,0.203571,0.271429,0,0,2018-11-08,2025-08-13,מירב בן ארי,Female,Israel,Jewish,Jewish,Unrecorded,47.2227,131.868,40.7398,mk
30106,255,255,0.920939,6977,35732,0.261,0.225484,0.17615,0.194587,0.0848502,0.325096,0.235897,0.288762,0.152828,0.204353,0.0722591,0.0992242,True,0.625481,0.258649,0.11587,0.551668,0.247356,0.200976,3,2,2021-07-19,2024-11-12,נעמה לזימי,Female,Israel,Jewish,Jewish,Secular,38.3343,135.211,52.1483,mk
30118,236,222,0.940802,6344,32767,0.223676,0.236335,0.158417,0.211005,0.0652585,0.291755,0.199854,0.249757,0.140268,0.177596,0.0505295,0.0803747,True,0.62086,0.181113,0.198027,0.574129,0.178109,0.247761,4,3,2018-11-07,2025-12-14,שרן השכל,Female,Americas,Jewish,Jewish,Secular,38.0178,120.866,33.85,mk
30121,270,270,0.935786,6899,35943,0.276562,0.238628,0.175533,0.200568,0.101029,0.365304,0.254863,0.299446,0.156248,0.197195,0.0856303,0.115573,True,0.655136,0.20283,0.142034,0.563997,0.234517,0.201486,1,2,2018-11-05,2023-09-12,עודד פורר,Male,Israel,Jewish,Jewish,Secular,45.5962,131.244,70.9765,mk
30289,241,44,0.924841,7074,35782,0.311846,0.265413,0.189567,0.215863,0.122279,0.392112,0.289313,0.33746,0.171834,0.208979,0.105927,0.140085,True,0.655485,0.228015,0.1165,0.569724,0.208054,0.222222,0,0,2018-11-04,2018-12-24,יעל כהן-פארן,Female,Israel,Jewish,Jewish,Religious,45.1169,137.536,1.77631,mk
30300,248,63,0.958551,6808,34980,0.239424,0.190595,0.14953,0.158634,0.0898942,0.37546,0.21895,0.262792,0.132634,0.170724,0.0734286,0.107221,True,0.669939,0.209816,0.120245,0.568762,0.202358,0.22888,0,1,2018-11-06,2025-02-18,אמיר אוחנה,Male,Israel,Jewish,Jewish,Secular,47.9206,125.707,2.61288,mk
30407,142,13,0.455557,3235,16349,0.405564,0.327849,0.247913,0.254694,0.157651,0.38872,0.366684,0.448388,0.219208,0.279155,0.13051,0.187187,True,0.63872,0.152439,0.208841,0.584788,0.140898,0.274314,3,0,2018-11-12,2018-12-26,יהודה גליק,Male,Americas,Jewish,Jewish,Religious,55.4525,127.711,1.42742,mk
30470,303,162,0.92019,7385,37062,0.361273,0.302709,0.226676,0.254007,0.134597,0.372564,0.339655,0.384103,0.209045,0.246364,0.12056,0.149686,True,0.693403,0.169415,0.137181,0.611708,0.169654,0.218638,2,2,2018-11-12,2025-10-20,מיכאל מלכיאלי,Male,Israel,Jewish,Jewish,Haredi,38.1695,148.289,4.47217,mk
30480,267,161,0.902866,7273,36489,0.365874,0.313601,0.245841,0.270547,0.120033,0.328072,0.343372,0.389417,0.225293,0.267094,0.10607,0.133609,True,0.66817,0.182638,0.149192,0.602908,0.168345,0.228747,0,0,2022-12-06,2025-07-16,אברהם בצלאל,Male,Israel,Jewish,Jewish,Haredi,43.4732,145.374,12.2842,mk
30520,37,10,0.187197,1168,6021,0.372432,0.291314,0.231164,0.235343,0.141267,0.37931,0.335854,0.414362,0.194768,0.271497,0.111292,0.170122,True,0.698851,0.133333,0.167816,0.603704,0.1,0.296296,0,1,2018-11-21,2018-12-31,ג'מעה אזברגה,Male,Israel,Arab,Muslim,Unrecorded,62.9145,105.505,0.218497,mk
30548,195,97,0.966011,5535,29442,0.28907,0.204232,0.155014,0.151348,0.134056,0.46375,0.265762,0.312155,0.139501,0.169955,0.116258,0.152818,True,0.68875,0.16,0.15125,0.622378,0.187646,0.189977,0,1,2018-11-05,2021-08-16,סעיד אלחרומי,Male,Israel,Bedouin,Muslim,Unrecorded,48.716,97.9847,4.82578,mk
30554,18,3,0.0540394,322,1603,0.543478,0.517155,0.42236,0.497817,0.121118,0.222857,0.450506,0.643357,0.292342,0.608089,-0.0378627,0.254628,False,0.674286,0.137143,0.188571,0.448529,0.0735294,0.477941,0,1,2018-11-20,2018-11-28,סאלח סעד,Male,Israel,Druze,Druze,Unrecorded,55.3442,159.903,0.0540394,mk
30555,173,21,0.52839,4015,20099,0.393026,0.297975,0.216189,0.215981,0.176837,0.449937,0.365811,0.423908,0.192878,0.242089,0.155443,0.199811,True,0.67744,0.183777,0.138783,0.619816,0.145161,0.235023,1,0,2018-11-05,2018-12-24,לאה פדידה,Female,Israel,Jewish,Jewish,Unrecorded,50.3353,143.713,0.561268,mk
30558,217,217,0.964831,5698,30129,0.290628,0.196389,0.174447,0.159614,0.116181,0.399758,0.271661,0.313096,0.157499,0.196846,0.0988262,0.132863,True,0.70471,0.179952,0.115338,0.635815,0.187123,0.177062,3,4,2023-01-04,2025-03-12,יוסף עטאונה,Male,Israel,Bedouin,Muslim,Unrecorded,57.3408,100.758,10.8947,mk
30601,271,271,0.838221,6844,33528,0.366891,0.375507,0.250584,0.330052,0.116306,0.317005,0.34481,0.39055,0.231926,0.268996,0.10018,0.135044,True,0.687774,0.15452,0.157706,0.636735,0.127114,0.236152,1,3,2018-11-27,2022-06-22,ינון אזולאי,Male,Israel,Jewish,Jewish,Secular,43.7501,151.194,44.048,mk
30628,46,8,0.251317,1480,7671,0.429054,0.344153,0.163514,0.130231,0.265541,0.618898,0.327654,0.541449,0.127443,0.200282,0.179322,0.360889,True,0.373228,0.546457,0.080315,0.628099,0.157025,0.214876,0,0,2018-11-20,2018-12-18,ניבין אבו רחמון,Female,Israel,Arab,Muslim,Unrecorded,37.0344,99.353,0.251317,mk
30646,281,76,0.93508,5895,29985,0.264801,0.283675,0.204071,0.277639,0.0607294,0.22934,0.240382,0.292135,0.17331,0.244371,0.0243137,0.0884213,True,0.606662,0.19795,0.195388,0.526185,0.149626,0.32419,1,2,2018-11-28,2021-02-03,אוסנת הילה מארק,Female,Israel,Jewish,Jewish,Unrecorded,52.747,116.883,2.58177,mk
30657,128,10,0.736451,5127,26579,0.19251,0.13996,0.121123,0.112269,0.0713868,0.370821,0.172927,0.213681,0.104058,0.138646,0.0590665,0.084216,True,0.714286,0.160081,0.125633,0.671498,0.172303,0.1562,0,0,2020-03-24,2025-12-22,בנימין (בני) גנץ,Male,Israel,Jewish,Jewish,Secular,65.6496,115.933,0.736451,mk
30660,269,147,0.948273,6841,36038,0.252302,0.174982,0.145885,0.144847,0.106417,0.421784,0.230942,0.275204,0.127323,0.165755,0.0897165,0.122427,True,0.673233,0.20394,0.122827,0.56012,0.184369,0.255511,0,2,2019-06-16,2025-12-28,משה ארבל,Male,Israel,Jewish,Jewish,Haredi,37.7521,126.347,9.03275,mk
30662,322,138,0.965823,7570,38844,0.254822,0.217691,0.162616,0.189193,0.0922061,0.361846,0.235046,0.277169,0.147325,0.178886,0.0781958,0.106207,True,0.659409,0.196993,0.143598,0.564582,0.199025,0.236393,1,2,2019-10-10,2025-06-25,מתן כהנא,Male,Israel,Jewish,Jewish,Religious,50.4051,142.027,4.05865,mk
30671,214,47,0.926758,6134,31100,0.351321,0.303023,0.237855,0.263183,0.113466,0.32297,0.321988,0.383159,0.209841,0.270383,0.0965258,0.132387,True,0.65058,0.208353,0.141067,0.575737,0.228924,0.195339,1,1,2019-07-01,2025-12-10,יעקב טסלר,Male,Israel,Jewish,Jewish,Haredi,47.2829,115.731,4.83723,mk
30672,293,293,0.900956,7099,35690,0.332723,0.290249,0.231159,0.252256,0.101564,0.30525,0.307972,0.359733,0.209109,0.254328,0.0868474,0.117337,True,0.640559,0.212108,0.147333,0.585619,0.143205,0.271176,1,2,2019-07-01,2023-09-12,יצחק פינדרוס,Male,Israel,Jewish,Jewish,Haredi,51.9616,138.728,40.8572,mk
30678,251,50,0.938403,6222,31624,0.414336,0.394258,0.249598,0.33171,0.164738,0.397595,0.390006,0.440521,0.226659,0.274135,0.143584,0.184719,True,0.66602,0.133437,0.200543,0.569865,0.155827,0.274308,4,7,2019-05-13,2020-09-14,אברהם (אבי) ניסנקורן,Male,Israel,Jewish,Jewish,Secular,52.8916,119.048,2.66844,mk
30679,291,158,0.953186,6711,34807,0.246759,0.246244,0.159887,0.217198,0.0868723,0.352053,0.226687,0.268882,0.144204,0.177175,0.0732607,0.101553,True,0.636473,0.175121,0.188406,0.576887,0.169618,0.253495,2,1,2019-05-28,2021-03-15,מיכל (מיקי) חיימוביץ',Female,Israel,Jewish,Jewish,Secular,58.2502,127.451,22.3041,mk
30680,107,7,0.491004,3672,19465,0.220588,0.197585,0.153595,0.175751,0.0669935,0.303704,0.191904,0.259146,0.124165,0.195464,0.0519981,0.0832096,True,0.591358,0.248148,0.160494,0.526596,0.260638,0.212766,1,0,2020-01-13,2021-06-02,יועז הנדל,Male,Israel,Jewish,Jewish,Secular,46.3685,127.82,2.06146,mk
30681,250,64,0.953751,6917,36470,0.238543,0.198958,0.159173,0.172662,0.0793697,0.332727,0.219117,0.258916,0.140977,0.176352,0.0666448,0.0927374,True,0.710303,0.170909,0.118788,0.636694,0.19891,0.164396,0,0,2020-03-24,2023-07-17,אורנה ברביבאי,Female,Israel,Jewish,Jewish,Secular,59.2831,128.267,5.21379,mk
30682,236,236,0.924088,5653,29249,0.253848,0.204041,0.167875,0.179117,0.0859721,0.338676,0.22929,0.278289,0.148017,0.189488,0.0689831,0.104125,True,0.65784,0.18676,0.155401,0.554268,0.211802,0.23393,1,1,2019-05-13,2023-02-21,מיכאל ביטון,Male,Israel,Jewish,Jewish,Secular,53.054,105.711,100.755,mk
30683,197,22,0.73125,5822,29058,0.241498,0.215397,0.161628,0.188175,0.0798695,0.330725,0.222817,0.262545,0.1461,0.178853,0.0662703,0.0945813,True,0.672119,0.158606,0.169275,0.600425,0.172157,0.227418,0,0,2024-11-11,2026-01-04,יחיאל (חילי) טרופר,Male,Israel,Jewish,Jewish,Religious,47.0623,143.849,0.805268,former_mk
30684,19,1,0.102994,675,3681,0.188148,0.124423,0.14963,0.119804,0.0385185,0.204724,0.137975,0.252445,0.106848,0.192497,0.00148561,0.0824058,False,0.716535,0.212598,0.0708661,0.643564,0.277228,0.0792079,0,0,2022-01-04,2022-01-04,צבי (צביקה) האוזר,Male,Israel,Jewish,Jewish,Secular,54.6717,111.334,0.297175,former_mk
30685,261,261,0.945102,6633,34109,0.250113,0.25955,0.190412,0.248556,0.0597015,0.238698,0.227487,0.2728,0.170459,0.212655,0.0474695,0.0731431,True,0.676311,0.163954,0.159735,0.595408,0.169438,0.235154,1,3,2019-05-13,2025-10-27,אורית פרקש הכהן,Female,Israel,Jewish,Jewish,Unrecorded,52.9406,123.309,22.9302,mk
30686,252,202,0.954501,7193,36741,0.1995,0.176479,0.126651,0.145968,0.0728486,0.365157,0.179462,0.222947,0.112437,0.141834,0.0584041,0.092026,True,0.627875,0.213937,0.158188,0.600439,0.194292,0.205269,1,1,2019-10-23,2026-01-20,מירב כהן,Female,Israel,Jewish,Jewish,Secular,41.0234,133.358,26.237,former_mk
30687,111,6,0.581226,4343,22596,0.229565,0.183705,0.142298,0.149761,0.0872669,0.38014,0.210585,0.248849,0.126731,0.159539,0.0746068,0.0990921,True,0.709127,0.169509,0.121364,0.674757,0.187702,0.13754,0,0,2019-06-20,2020-12-28,אסף זמיר,Male,Israel,Jewish,Jewish,Secular,39.8231,128.898,0.790868,mk
30688,41,9,0.171305,1318,7070,0.25569,0.236492,0.157056,0.204668,0.0986343,0.385757,0.21728,0.29798,0.123285,0.194761,0.0727093,0.127259,True,0.694362,0.15727,0.148368,0.560386,0.164251,0.275362,1,1,2019-05-28,2020-04-20,יזהר שי,Male,Israel,Jewish,Jewish,Secular,56.9557,143.092,1.29273,mk
30689,235,18,0.924574,7243,38377,0.250725,0.215259,0.164297,0.173125,0.0864283,0.344714,0.224875,0.279552,0.147868,0.182579,0.0649393,0.111279,True,0.622797,0.227423,0.14978,0.62437,0.144538,0.231092,1,1,2019-08-05,2020-12-08,עומר ינקלביץ',Female,Israel,Jewish,Jewish,Haredi,41.8834,137.755,1.3256,mk
30690,278,39,0.976836,7798,40682,0.223262,0.149575,0.140164,0.120496,0.0830982,0.3722,0.206051,0.240989,0.126495,0.154836,0.0716062,0.0937378,True,0.729466,0.168868,0.101666,0.655078,0.203111,0.141812,1,1,2019-11-19,2020-12-17,ע'דיר כמאל מריח,Female,Israel,Druze,Druze,Unrecorded,36.1467,138.752,1.30642,mk
30691,226,169,0.942981,6916,35097,0.292655,0.249024,0.181897,0.211955,0.110758,0.378458,0.268722,0.318623,0.16322,0.202517,0.0931836,0.129274,True,0.685277,0.133399,0.181324,0.577107,0.133545,0.289348,1,1,2020-04-06,2026-01-20,רם בן ברק,Male,Israel,Jewish,Jewish,Secular,64.2819,125.622,8.18683,mk
30692,216,147,0.979686,6169,32239,0.250932,0.195353,0.164532,0.163063,0.0863997,0.344315,0.231138,0.274302,0.147716,0.182158,0.0738408,0.100591,True,0.685401,0.173127,0.141473,0.637438,0.2,0.162562,0,1,2019-06-05,2021-02-08,אורלי פרומן,Female,Israel,Jewish,Jewish,Secular,65.1765,107.729,9.78504,mk
30693,250,250,0.929277,6541,33537,0.393059,0.317321,0.233756,0.261383,0.159303,0.40529,0.37082,0.416491,0.214661,0.255134,0.143234,0.176297,True,0.706729,0.144302,0.148969,0.582734,0.143231,0.274035,1,1,2019-07-10,2022-03-01,איתן גינזבורג,Male,Americas,Jewish,Jewish,Secular,45.002,127.463,31.6453,mk
30694,214,214,0.971968,5915,31276,0.196957,0.170386,0.138631,0.154847,0.0583263,0.296137,0.176726,0.219701,0.11908,0.158524,0.0383948,0.0798084,True,0.646352,0.23691,0.116738,0.568293,0.167073,0.264634,0,1,2019-10-23,2024-07-29,אלון שוסטר,Male,Israel,Jewish,Jewish,Secular,67.584,107.048,26.9449,mk
30695,260,260,0.954099,8120,40939,0.278202,0.249176,0.192365,0.222819,0.0858374,0.308544,0.260033,0.295859,0.175238,0.211188,0.0728591,0.0991589,True,0.676848,0.181496,0.141656,0.586428,0.170294,0.243278,4,7,2019-06-20,2024-12-11,יואב סגלוביץ',Male,Israel,Jewish,Jewish,Secular,64.0946,150.803,25.9,mk
30696,232,179,0.932784,7473,38478,0.244346,0.214668,0.161782,0.180649,0.0825639,0.337897,0.224757,0.26719,0.14571,0.180454,0.0700375,0.0948932,True,0.664841,0.198248,0.136911,0.617866,0.209264,0.17287,1,1,2019-11-18,2022-06-30,רם שפע,Male,Israel,Jewish,Jewish,Secular,36.0758,141.459,22.3757,mk
30698,13,5,0.0661725,393,1924,0.259542,0.181393,0.132316,0.139293,0.127226,0.490196,0.214133,0.319201,0.0922995,0.17922,0.0866955,0.181135,False,0.813725,0.127451,0.0588235,0.692308,0.192308,0.115385,0,0,2019-06-05,2019-08-14,טל רוסו,Male,Israel,Jewish,Jewish,Secular,59.7913,97.1081,0.0661725,mk
30700,235,89,0.949072,6690,35314,0.276383,0.225463,0.165022,0.182534,0.11136,0.40292,0.257342,0.298132,0.148976,0.182296,0.0986417,0.12508,True,0.692266,0.155219,0.152515,0.65942,0.143116,0.197464,1,1,2019-06-25,2026-01-19,ניר ברקת,Male,Israel,Jewish,Jewish,Secular,63.0098,125.451,6.62666,mk
30701,276,276,0.941194,6881,34812,0.301119,0.279272,0.204331,0.246036,0.0967883,0.321429,0.277392,0.325597,0.183712,0.2276,0.0811944,0.1123,True,0.658301,0.204633,0.137066,0.593172,0.201991,0.204836,3,6,2020-04-16,2023-10-29,אופיר כץ,Male,Israel,Jewish,Jewish,Secular,43.1384,133.591,27.9743,mk
30702,337,217,0.935908,6044,31594,0.330907,0.259765,0.204335,0.211907,0.126572,0.3825,0.305033,0.35869,0.184809,0.22581,0.106638,0.148773,True,0.66,0.195,0.145,0.565992,0.209717,0.224291,1,1,2019-11-04,2026-01-05,חוה אתי עטייה,Female,Israel,Jewish,Jewish,Secular,64.8279,116.505,14.286,mk
